food_Code,food_Nm,nation_Std_Food_Grupp_Code_Nm,food_Wgh,allrgy_Info,food_Image_Address
F01257,"팽이버섯, 생것",버섯류,35.00,null,
F01241,"양송이버섯, 생것",버섯류,30.00,null,
F01251,"큰느타리버섯(새송이버섯), 생것",버섯류,17.00,null,
F01001,"양파, 생것",채소류,25.00,null,
F01149,"파, 대파, 생것",채소류,3.00,null,
F00632,"고추, 청양고추, 생것",채소류,3.00,null,
F01129,"토마토, 생것",채소류,25.00,토마토,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_043.jpg
F00454,"대두, 콩가루",두류,5.00,대두(콩),
F02656,"요구르트, 호상, 플레인",우유류 및 유제품,15.00,우유,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F03640,생수,음료류,400.00,null,
F03386,"마늘, 다진것",채소류,2.00,null,
F02838,고춧가루,조미료류,0.70,null,
F00495,"들깨, 볶은것",견과 및 종실류,8.00,null,
F00981,"아욱, 생것",채소류,60.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_065.jpg
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F02847,"된장, 개량",조미료류,3.00,대두(콩),
F02586,"다시마, 말린것",해조류,0.50,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,0.50,null,
F00739,"마늘, 생것",채소류,0.50,null,
F01149,"파, 대파, 생것",채소류,0.30,null,
F00470,두부,두류,50.00,대두(콩),
F01149,"파, 대파, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02586,"다시마, 말린것",해조류,2.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02598,"미역, 생것",해조류,3.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F01271,"표고버섯, 배지재배, 생것",버섯류,10.00,null,
F01200,"느타리버섯, 생것",버섯류,10.00,null,
F00772,"무, 조선무, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F00777,"무청, 시래기, 말린것, 삶은것",채소류,40.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_091.jpg
F00495,"들깨, 볶은것",견과 및 종실류,8.00,null,
F02847,"된장, 개량",조미료류,3.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,1.50,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,0.70,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,0.10,null,
F01257,"팽이버섯, 생것",버섯류,15.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01147,"파, 쪽파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F00772,"무, 조선무, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,2.00,대두(콩),
F00474,"두부, 유부",두류,2.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F02586,"다시마, 말린것",해조류,0.50,null,
F00739,"마늘, 생것",채소류,0.30,null,
F01148,"파, 쪽파, 생것",채소류,0.20,null,
F02827,"간장, 재래",조미료류,0.10,대두(콩),
F00470,두부,두류,30.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,7.00,대두(콩),
F00474,"두부, 유부",두류,5.00,대두(콩),
F01271,"표고버섯, 배지재배, 생것",버섯류,2.50,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F02066,"명태, 북어, 말린것",어패류 및 기타 수산물,1.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F02493,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,1.00,새우,
F01001,"양파, 생것",채소류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01149,"파, 대파, 생것",채소류,0.70,null,
F01257,"팽이버섯, 생것",버섯류,10.00,null,
F00772,"무, 조선무, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F00657,"근대, 생것",채소류,50.00,null,
F02836,"고추장, 개량",조미료류,10.00,대두(콩),
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F01001,"양파, 생것",채소류,5.00,null,
F00772,"무, 조선무, 생것",채소류,5.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F02586,"다시마, 말린것",해조류,0.31,null,
F00470,두부,두류,30.00,대두(콩),
F00683,"냉이, 생것",채소류,20.00,null,
F00772,"무, 조선무, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,7.00,대두(콩),
F01149,"파, 대파, 생것",채소류,7.00,null,
F01272,"표고버섯, 배지재배, 말린것",버섯류,2.50,null,
F02416,"조개, 가무락조개, 생것",어패류 및 기타 수산물,2.00,"어패류(굴, 전복, 홍합 포함)",
F02586,"다시마, 말린것",해조류,1.00,null,
F02066,"명태, 북어, 말린것",어패류 및 기타 수산물,1.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F02493,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,1.00,새우,
F00632,"고추, 청양고추, 생것",채소류,1.00,null,
F01001,"양파, 생것",채소류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00774,"무순, 싹, 생것",채소류,20.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F01001,"양파, 생것",채소류,5.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F02825,"간장, 개량, 양조",조미료류,0.50,대두(콩),
F00739,"마늘, 생것",채소류,0.50,null,
F02876,"소금, 천일염, 가는소금",조미료류,0.20,null,
F00966,"쑥, 생것",채소류,30.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_019.jpg
F01875,"달걀, 생것",난류,20.00,난류,
F01117,"콩나물, 생것",채소류,15.00,null,
F02384,"바지락, 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F01001,"양파, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F01272,"표고버섯, 배지재배, 말린것",버섯류,2.50,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,2.00,밀,
F02066,"명태, 북어, 말린것",어패류 및 기타 수산물,1.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F02493,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,1.00,새우,
F01149,"파, 대파, 생것",채소류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00833,"배추, 봄동, 생것",채소류,60.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F02838,고춧가루,조미료류,2.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F00772,"무, 조선무, 생것",채소류,15.00,null,
F00866,"부추, 두메부추, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F00966,"쑥, 생것",채소류,20.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_019.jpg
F02384,"바지락, 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F02847,"된장, 개량",조미료류,2.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F01001,"양파, 생것",채소류,20.00,null,
F00470,두부,두류,10.00,대두(콩),
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F01271,"표고버섯, 배지재배, 생것",버섯류,5.00,null,
F02586,"다시마, 말린것",해조류,2.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,0.50,null,
F00739,"마늘, 생것",채소류,0.50,null,
F01029,"열무, 데친것",채소류,50.00,null,
F00305,"감자, 대지, 생것",감자 및 전분류,50.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F02849,"된장, 재래",조미료류,10.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F03386,"마늘, 다진것",채소류,1.00,null,
F00772,"무, 조선무, 생것",채소류,20.00,null,
F00470,두부,두류,15.00,대두(콩),
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F00474,"두부, 유부",두류,4.00,대두(콩),
F01149,"파, 대파, 생것",채소류,3.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F00470,두부,두류,30.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,7.00,대두(콩),
F00474,"두부, 유부",두류,5.00,대두(콩),
F01271,"표고버섯, 배지재배, 생것",버섯류,2.50,null,
F01149,"파, 대파, 생것",채소류,1.70,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F02066,"명태, 북어, 말린것",어패류 및 기타 수산물,1.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F02493,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,1.00,새우,
F01001,"양파, 생것",채소류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01056,"유채, 동채, 데친것",채소류,35.00,null,
F02847,"된장, 개량",조미료류,4.00,대두(콩),
F01149,"파, 대파, 생것",채소류,3.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F00772,"무, 조선무, 생것",채소류,40.00,null,
F02847,"된장, 개량",조미료류,20.00,대두(콩),
F01117,"콩나물, 생것",채소류,20.00,null,
F00966,"쑥, 생것",채소류,15.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_019.jpg
F00454,"대두, 콩가루",두류,3.00,대두(콩),
F01149,"파, 대파, 생것",채소류,3.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F03386,"마늘, 다진것",채소류,1.00,null,
F02878,"소금, 천일염, 소금꽃",조미료류,0.10,null,
F00474,"두부, 유부",두류,5.00,대두(콩),
F01148,"파, 쪽파, 생것",채소류,5.00,null,
F02847,"된장, 개량",조미료류,4.00,대두(콩),
F02586,"다시마, 말린것",해조류,3.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,3.00,null,
F01001,"양파, 생것",채소류,3.00,null,
F00772,"무, 조선무, 생것",채소류,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01257,"팽이버섯, 생것",버섯류,10.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02598,"미역, 생것",해조류,2.00,null,
F02586,"다시마, 말린것",해조류,2.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F01182,"호박, 애호박, 생것",채소류,15.00,null,
F00305,"감자, 대지, 생것",감자 및 전분류,10.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F01001,"양파, 생것",채소류,7.00,null,
F02847,"된장, 개량",조미료류,4.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F02586,"다시마, 말린것",해조류,0.50,null,
F01149,"파, 대파, 생것",채소류,0.30,null,
F00739,"마늘, 생것",채소류,0.30,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F02599,"미역, 말린것",해조류,2.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F01257,"팽이버섯, 생것",버섯류,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F03386,"마늘, 다진것",채소류,0.50,null,
F00853,"보리, 쌀보리, 순, 생것",채소류,40.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F01271,"표고버섯, 배지재배, 생것",버섯류,5.00,null,
F01001,"양파, 생것",채소류,5.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F02825,"간장, 개량, 양조",조미료류,0.50,대두(콩),
F00739,"마늘, 생것",채소류,0.50,null,
F02876,"소금, 천일염, 가는소금",조미료류,0.20,null,
F01182,"호박, 애호박, 생것",채소류,15.00,null,
F02847,"된장, 개량",조미료류,8.00,대두(콩),
F01001,"양파, 생것",채소류,5.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F00993,"양배추, 생것",채소류,30.00,null,
F02847,"된장, 개량",조미료류,7.00,대두(콩),
F01001,"양파, 생것",채소류,5.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F00739,"마늘, 생것",채소류,0.50,null,
F01241,"양송이버섯, 생것",버섯류,20.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.30,null,
F00739,"마늘, 생것",채소류,0.50,null,
F00657,"근대, 생것",채소류,15.00,null,
F00470,두부,두류,10.00,대두(콩),
F01001,"양파, 생것",채소류,5.00,null,
F02847,"된장, 개량",조미료류,4.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,1.00,null,
F02586,"다시마, 말린것",해조류,0.50,null,
F01149,"파, 대파, 생것",채소류,0.20,null,
F00739,"마늘, 생것",채소류,0.20,null,
F02838,고춧가루,조미료류,0.10,null,
F00305,"감자, 대지, 생것",감자 및 전분류,100.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F01015,"배추, 얼갈이배추, 생것",채소류,50.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F02838,고춧가루,조미료류,7.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F02586,"다시마, 말린것",해조류,0.50,null,
F00739,"마늘, 생것",채소류,0.50,null,
F02849,"된장, 재래",조미료류,10.00,대두(콩),
F00474,"두부, 유부",두류,5.00,대두(콩),
F01257,"팽이버섯, 생것",버섯류,5.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F03386,"마늘, 다진것",채소류,1.00,null,
F02875,"소금, 천일염",조미료류,0.02,null,
F01257,"팽이버섯, 생것",버섯류,15.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F01148,"파, 쪽파, 생것",채소류,3.00,null,
F03386,"마늘, 다진것",채소류,1.00,null,
F02875,"소금, 천일염",조미료류,0.02,null,
F00657,"근대, 생것",채소류,40.00,null,
F02423,"조개, 살조개, 생것",어패류 및 기타 수산물,25.00,"어패류(굴, 전복, 홍합 포함)",
F02847,"된장, 개량",조미료류,20.00,대두(콩),
F03386,"마늘, 다진것",채소류,5.00,null,
F01149,"파, 대파, 생것",채소류,3.00,null,
F01015,"배추, 얼갈이배추, 생것",채소류,40.00,null,
F00772,"무, 조선무, 생것",채소류,10.00,null,
F00454,"대두, 콩가루",두류,7.00,대두(콩),
F02847,"된장, 개량",조미료류,3.00,대두(콩),
F02586,"다시마, 말린것",해조류,2.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F00739,"마늘, 생것",채소류,0.20,null,
F01170,"호박, 잎, 생것",채소류,30.00,null,
F01182,"호박, 애호박, 생것",채소류,20.00,null,
